,Unnamed: 0,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,Temp,Temp (K),VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt,Alloy,Tbreak [oC],Tbreak(K),Solvus Temp. [oC],Diff_Melt_Tbreak,Tbreak (K),YS at Tbreak,Diff,Assigned Point,Criteria Satisfied,Temp Range,Tbreak_fixed,YS_at_Tbreak,Tbreak Final,Yield At Tbreak Final
104,104,459,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,1000.0,1273.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5,,,1503.396518,370.8704048
105,105,0,NbTaTiW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.0,0.25,0.0,0,0.25,0,0,0.0,0,2646.0,2919.15,5.25,0.3539774,2.540421922,-4.5,11.52565132,107.25,197.5,0.345,5.75,6.285,0.0148125,-11.3125,-0.165,2987.4,NbTaTiW,1209.0,1482.15,"2,646",1778.4,1503.396518,370.8704048,1.43%,3728.6189468000002,2,5,,,1503.396518,370.8704048
106,106,1300,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3,,,912.0007755,990.653071
107,107,1005,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,600.0,873.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3,,,912.0007755,990.653071
108,108,640,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3,,,912.0007755,990.653071
109,109,40,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3,,,912.0007755,990.653071
110,110,0,AlCr0.5NbTiV,0.222222222,0.111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.222222222,0.0,0,0.0,0,0,0.0,0,1704.0,1977.15,3.999999996,0.315794989,25.90367944,-1.777777774,10.36634688,54.11111106,115.5555554,0.274444444,3.999999996,4.758888884,-0.014881481,-2.098765428,-0.000740741,1800.227776,AlCr0.5NbTiV,773.0,1046.15,"1,704",1027.227776,912.0007755,990.653071,12.82%,3883.9599885000002,3,3,,,912.0007755,990.653071
111,111,1965,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.360123211,0.134497437,8.104809263,1.644429469,12.06002304,62.57014838,127.6353961,0.338423411,4.520022399,5.049579945,-0.013154406,1.24960092,0.00150237,2304.272625,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,800.0,1073.15,"2,043",1504.272625,971.3884369,960.4016029,9.48%,3852.5932456,3,3,,,971.3884369,960.4016029
112,112,678,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.360123211,0.134497437,8.104809263,1.644429469,12.06002304,62.57014838,127.6353961,0.338423411,4.520022399,5.049579945,-0.013154406,1.24960092,0.00150237,2304.272625,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,800.0,1073.15,"2,043",1504.272625,971.3884369,960.4016029,9.48%,3852.5932456,3,3,,,971.3884369,960.4016029
113,113,166,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.360123211,0.134497437,8.104809263,1.644429469,12.06002304,62.57014838,127.6353961,0.338423411,4.520022399,5.049579945,-0.013154406,1.24960092,0.00150237,2304.272625,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,800.0,1073.15,"2,043",1504.272625,971.3884369,960.4016029,9.48%,3852.5932456,3,3,,,971.3884369,960.4016029
114,114,0,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,0.059927191,0.0,0.0,0.0,0.0,0.0,0.0,0.159899188,0.280033604,0.040044805,0.260151218,0.199943993,0.0,0,0.0,0,0,0.0,0,2043.42,2316.57,4.360123211,0.134497437,8.104809263,1.644429469,12.06002304,62.57014838,127.6353961,0.338423411,4.520022399,5.049579945,-0.013154406,1.24960092,0.00150237,2304.272625,Al0.214Nb0.714Ta0.571TiV0.143Zr0.929,800.0,1073.15,"2,043",1504.272625,971.3884369,960.4016029,9.48%,3852.5932456,3,3,,,971.3884369,960.4016029
115,115,971,Al15Mo10Nb20Ti35V20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,25.0,298.15,4.2,0.287713138,16.65937057,-1.2,10.32159337,50.2,127.5,0.311,4.2,4.991,0.003225,-6.92,-0.0528,1955.6775,Al15Mo10Nb20Ti35V20,800.0,1073.15,"1,823",1155.6775,986.761832,937.0111008,8.05%,3797.7951344000003,3,3,,,986.761832,937.0111008
116,116,550,Al15Mo10Nb20Ti35V20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,800.0,1073.15,4.2,0.287713138,16.65937057,-1.2,10.32159337,50.2,127.5,0.311,4.2,4.991,0.003225,-6.92,-0.0528,1955.6775,Al15Mo10Nb20Ti35V20,800.0,1073.15,"1,823",1155.6775,986.761832,937.0111008,8.05%,3797.7951344000003,3,3,,,986.761832,937.0111008
117,117,160,Al15Mo10Nb20Ti35V20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1000.0,1273.15,4.2,0.287713138,16.65937057,-1.2,10.32159337,50.2,127.5,0.311,4.2,4.991,0.003225,-6.92,-0.0528,1955.6775,Al15Mo10Nb20Ti35V20,800.0,1073.15,"1,823",1155.6775,986.761832,937.0111008,8.05%,3797.7951344000003,3,3,,,986.761832,937.0111008
118,118,0,Al15Mo10Nb20Ti35V20,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1822.55,2095.7,4.2,0.287713138,16.65937057,-1.2,10.32159337,50.2,127.5,0.311,4.2,4.991,0.003225,-6.92,-0.0528,1955.6775,Al15Mo10Nb20Ti35V20,800.0,1073.15,"1,823",1155.6775,986.761832,937.0111008,8.05%,3797.7951344000003,3,3,,,986.761832,937.0111008
119,119,1550,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,"1,725",1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
120,120,1550,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,1725,1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
121,121,1015,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,"1,725",1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
122,122,1015,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,1725,1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
123,123,860,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,"1,725",1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
124,124,860,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,1725,1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
125,125,65,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,"1,725",1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
126,126,65,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,1725,1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
127,127,0,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1725.0,1998.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,"1,725",1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
128,128,0,AlCrNbTiV,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1725.0,1998.15,4.2,0.290283999,23.35230142,-2.72,10.70469344,60.2,120.0,0.268,4.2,4.998,-0.021708,1.48,0.0036,1865.52,AlCrNbTiV,798.5,1071.65,1725,1067.02,984.9915,931.6460296,8.09%,3779.9295888,3,3,,,984.9915,931.6460296
129,129,1280,AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.9,0.283936613,22.71519563,1.44,9.83463643,60.0,113.4,0.296,4.0,4.561,-0.0041,-3.72,-0.0097,1976.52,AlNb1.5Ta0.5Ti1.5Zr0.5,800.0,1073.15,"1,863",1176.52,1201.524257,663.0335912,11.96%,3853.6586218,2,4,,,1201.524257,663.0335912
130,130,728,AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.9,0.283936613,22.71519563,1.44,9.83463643,60.0,113.4,0.296,4.0,4.561,-0.0041,-3.72,-0.0097,1976.52,AlNb1.5Ta0.5Ti1.5Zr0.5,800.0,1073.15,"1,863",1176.52,1201.524257,663.0335912,11.96%,3853.6586218,2,4,,,1201.524257,663.0335912
131,131,403,AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,3.9,0.283936613,22.71519563,1.44,9.83463643,60.0,113.4,0.296,4.0,4.561,-0.0041,-3.72,-0.0097,1976.52,AlNb1.5Ta0.5Ti1.5Zr0.5,800.0,1073.15,"1,863",1176.52,1201.524257,663.0335912,11.96%,3853.6586218,2,4,,,1201.524257,663.0335912
132,132,0,AlNb1.5Ta0.5Ti1.5Zr0.5,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3,0.0,0.1,0.3,0.0,0,0.0,0,0,0.0,0,1863.0,2136.15,3.9,0.283936613,22.71519563,1.44,9.83463643,60.0,113.4,0.296,4.0,4.561,-0.0041,-3.72,-0.0097,1976.52,AlNb1.5Ta0.5Ti1.5Zr0.5,800.0,1073.15,"1,863",1176.52,1201.524257,663.0335912,11.96%,3853.6586218,2,4,,,1201.524257,663.0335912
133,133,1280,Al0.667NbTa0.333TiZr0.333,0.200120012,0.0,0.0,0.0,0.0,0.0,0.0,0.099909991,0.300030003,0.0,0.099909991,0.300030003,0.0,0,0.0,0,0,0.0,0,25.0,298.15,3.899489949,0.28407405,22.72991787,1.439447995,9.832787951,59.99069907,113.3819382,0.295961596,3.99939994,4.560459046,-0.004098021,-3.723383769,-0.009699338,1976.148485,Al0.667NbTa0.333TiZr0.333,800.0,1073.15,"1,863",1176.148485,1201.564119,663.0143467,11.97%,3853.6215058,2,4,,,1201.564119,663.0143467
134,134,728,Al0.667NbTa0.333TiZr0.333,0.200120012,0.0,0.0,0.0,0.0,0.0,0.0,0.099909991,0.300030003,0.0,0.099909991,0.300030003,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,3.899489949,0.28407405,22.72991787,1.439447995,9.832787951,59.99069907,113.3819382,0.295961596,3.99939994,4.560459046,-0.004098021,-3.723383769,-0.009699338,1976.148485,Al0.667NbTa0.333TiZr0.333,800.0,1073.15,"1,863",1176.148485,1201.564119,663.0143467,11.97%,3853.6215058,2,4,,,1201.564119,663.0143467
135,135,403,Al0.667NbTa0.333TiZr0.333,0.200120012,0.0,0.0,0.0,0.0,0.0,0.0,0.099909991,0.300030003,0.0,0.099909991,0.300030003,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,3.899489949,0.28407405,22.72991787,1.439447995,9.832787951,59.99069907,113.3819382,0.295961596,3.99939994,4.560459046,-0.004098021,-3.723383769,-0.009699338,1976.148485,Al0.667NbTa0.333TiZr0.333,800.0,1073.15,"1,863",1176.148485,1201.564119,663.0143467,11.97%,3853.6215058,2,4,,,1201.564119,663.0143467
136,136,0,Al0.667NbTa0.333TiZr0.333,0.200120012,0.0,0.0,0.0,0.0,0.0,0.0,0.099909991,0.300030003,0.0,0.099909991,0.300030003,0.0,0,0.0,0,0,0.0,0,1862.57,2135.72,3.899489949,0.28407405,22.72991787,1.439447995,9.832787951,59.99069907,113.3819382,0.295961596,3.99939994,4.560459046,-0.004098021,-3.723383769,-0.009699338,1976.148485,Al0.667NbTa0.333TiZr0.333,800.0,1073.15,"1,863",1176.148485,1201.564119,663.0143467,11.97%,3853.6215058,2,4,,,1201.564119,663.0143467
137,137,1187,Al20Mo10Nb20Ti30V20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,25.0,298.15,4.0,0.34329113,22.67835369,-1.12,10.26966494,48.0,122.0,0.293,4.0,4.753,0.00229,-6.28,-0.0482,1858.62,Al20Mo10Nb20Ti30V20,800.0,1073.15,"1,772",1058.62,1090.426415,615.1190084,1.61%,3550.9024486,2,4,,,1090.426415,615.1190084
138,138,624,Al20Mo10Nb20Ti30V20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,800.0,1073.15,4.0,0.34329113,22.67835369,-1.12,10.26966494,48.0,122.0,0.293,4.0,4.753,0.00229,-6.28,-0.0482,1858.62,Al20Mo10Nb20Ti30V20,800.0,1073.15,"1,772",1058.62,1090.426415,615.1190084,1.61%,3550.9024486,2,4,,,1090.426415,615.1190084
139,139,180,Al20Mo10Nb20Ti30V20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1000.0,1273.15,4.0,0.34329113,22.67835369,-1.12,10.26966494,48.0,122.0,0.293,4.0,4.753,0.00229,-6.28,-0.0482,1858.62,Al20Mo10Nb20Ti30V20,800.0,1073.15,"1,772",1058.62,1090.426415,615.1190084,1.61%,3550.9024486,2,4,,,1090.426415,615.1190084
140,140,0,Al20Mo10Nb20Ti30V20,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,1772.16,2045.31,4.0,0.34329113,22.67835369,-1.12,10.26966494,48.0,122.0,0.293,4.0,4.753,0.00229,-6.28,-0.0482,1858.62,Al20Mo10Nb20Ti30V20,800.0,1073.15,"1,772",1058.62,1090.426415,615.1190084,1.61%,3550.9024486,2,4,,,1090.426415,615.1190084
141,141,1340,Al0.5CrNbTi2V0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.5CrNbTi2V0.5,717.1,990.25,"1,801",1318.335,925.6296672,896.380685,6.53%,2270.2006947,2,3,,,925.6296672,896.380685
142,142,930,Al0.5CrNbTi2V0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.5CrNbTi2V0.5,717.1,990.25,"1,801",1318.335,925.6296672,896.380685,6.53%,2270.2006947,2,3,,,925.6296672,896.380685
143,143,445,Al0.5CrNbTi2V0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.5CrNbTi2V0.5,717.1,990.25,"1,801",1318.335,925.6296672,896.380685,6.53%,2270.2006947,2,3,,,925.6296672,896.380685
144,144,90,Al0.5CrNbTi2V0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.5CrNbTi2V0.5,717.1,990.25,"1,801",1318.335,925.6296672,896.380685,6.53%,2270.2006947,2,3,,,925.6296672,896.380685
145,145,0,Al0.5CrNbTi2V0.5,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1801.0,2074.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.5CrNbTi2V0.5,717.1,990.25,"1,801",1318.335,925.6296672,896.380685,6.53%,2270.2006947,2,3,,,925.6296672,896.380685
146,146,1340,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.25Cr0.5Nb0.5TiV0.25,717.1,990.25,"1,801",1318.335,925.815593,895.728747,6.51%,2269.4087135,2,3,,,925.815593,895.728747
147,147,930,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,600.0,873.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.25Cr0.5Nb0.5TiV0.25,717.1,990.25,"1,801",1318.335,925.815593,895.728747,6.51%,2269.4087135,2,3,,,925.815593,895.728747
148,148,445,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.25Cr0.5Nb0.5TiV0.25,717.1,990.25,"1,801",1318.335,925.815593,895.728747,6.51%,2269.4087135,2,3,,,925.815593,895.728747
149,149,90,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.25Cr0.5Nb0.5TiV0.25,717.1,990.25,"1,801",1318.335,925.815593,895.728747,6.51%,2269.4087135,2,3,,,925.815593,895.728747
150,150,0,Al0.25Cr0.5Nb0.5TiV0.25,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,0.0,0.2,0.0,0,0.0,0,0,0.0,0,1801.05,2074.2,4.5,0.157838208,12.18807893,-3.28,10.31393243,65.3,126.0,0.303,4.5,5.354,-0.025926,1.68,0.0048,2035.435,Al0.25Cr0.5Nb0.5TiV0.25,717.1,990.25,"1,801",1318.335,925.815593,895.728747,6.51%,2269.4087135,2,3,,,925.815593,895.728747
151,151,1965,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.04,0.26,0.2,0.0,0,0.0,0,0,0.0,0,25.0,298.15,4.36,0.134548391,8.110079354,1.6448,12.05966641,62.58,127.64,0.3384,4.52,5.0494,-0.013144,1.252,0.001488,2304.301,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,800.0,1073.15,"2,043",1504.301,1001.225068,824.2673353,6.70%,2237.62607095,2,3,,,1001.225068,824.2673353
152,152,678,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.04,0.26,0.2,0.0,0,0.0,0,0,0.0,0,800.0,1073.15,4.36,0.134548391,8.110079354,1.6448,12.05966641,62.58,127.64,0.3384,4.52,5.0494,-0.013144,1.252,0.001488,2304.301,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,800.0,1073.15,"2,043",1504.301,1001.225068,824.2673353,6.70%,2237.62607095,2,3,,,1001.225068,824.2673353
153,153,166,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.04,0.26,0.2,0.0,0,0.0,0,0,0.0,0,1000.0,1273.15,4.36,0.134548391,8.110079354,1.6448,12.05966641,62.58,127.64,0.3384,4.52,5.0494,-0.013144,1.252,0.001488,2304.301,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,800.0,1073.15,"2,043",1504.301,1001.225068,824.2673353,6.70%,2237.62607095,2,3,,,1001.225068,824.2673353
154,154,0,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.28,0.04,0.26,0.2,0.0,0,0.0,0,0,0.0,0,2043.0,2316.15,4.36,0.134548391,8.110079354,1.6448,12.05966641,62.58,127.64,0.3384,4.52,5.0494,-0.013144,1.252,0.001488,2304.301,Al0.3NbTa0.8Ti1.4V0.2Zr1.3,800.0,1073.15,"2,043",1504.301,1001.225068,824.2673353,6.70%,2237.62607095,2,3,,,1001.225068,824.2673353
155,155,900,Al10Mo10Nb20Ti40V20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,25.0,298.15,4.4,0.235897435,11.07593246,-1.28,10.31393243,52.4,133.0,0.329,4.4,5.229,0.00416,-7.56,-0.0574,2052.735,Al10Mo10Nb20Ti40V20,800.0,1073.15,"1,873",1252.735,1005.762959,753.0190507,6.28%,2135.29153505,2,3,,,1005.762959,753.0190507
156,156,520,Al10Mo10Nb20Ti40V20,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0,0.2,0.1,0,0.0,0,0,0.0,0,800.0,1073.15,4.4,0.235897435,11.07593246,-1.28,10.31393243,52.4,133.0,0.329,4.4,5.229,0.00416,-7.56,-0.0574,2052.735,Al10Mo10Nb20Ti40V20,800.0,1073.15,"1,873",1252.735,1005.762959,753.0190507,6.28%,2135.29153505,2,3,,,1005.762959,753.0190507
