ID,Temp,Yield,Comp,Al,Cr,Mn,Fe,Co,Ni,Cu,Ta,Ti,V,Zr,Nb,Mo,Zn,W,Sn,Nd,Hf,Si,VEC,ElectDiff,Atomic Size Diff,Mixing Enthalpy,Mixing Entropy,AVG Shear Modulus,AVG Bulk Modulus,AVG Possion Ratio,Itinerate Electron,Cohesive Energy,Gamma,Local Size Mismatch,Local Shear Modulus Mismatch,Local Electronegativity Mismatch,Avg Melting Pt
381,700,487,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
382,700,547,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
383,700,461,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
384,800,445,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
385,800,399,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
386,900,243,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
387,900,219,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
388,1446.87,0,Al0.278Co0.694Cr0.222Fe0.417NiTi0.167,0.100071994,0.079913607,0,0.150107991,0.249820014,0.359971202,0,0,0.060115191,0,0,0,0,0,0,0,0,0,0,8.069114462,0.122470714,5.281985892,-13.98761688,13.30451822,72.84017272,162.285097,0.304013679,8.069114462,6.802098625,1.167661443,0.006328886,-0.0322774,-0.027052817,1976.558565
389,25,2035,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0,0,0,4.500150015,0.099735671,4.667718905,-8.609016434,13.77584496,64.08190822,131.7959796,0.358205821,4.660066007,5.208418842,1.211212441,-0.014600303,-2.677251869,0.008816813,2336.076193
390,800,796,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0,0,0,4.500150015,0.099735671,4.667718905,-8.609016434,13.77584496,64.08190822,131.7959796,0.358205821,4.660066007,5.208418842,1.211212441,-0.014600303,-2.677251869,0.008816813,2336.076193
391,1000,220,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0,0,0,4.500150015,0.099735671,4.667718905,-8.609016434,13.77584496,64.08190822,131.7959796,0.358205821,4.660066007,5.208418842,1.211212441,-0.014600303,-2.677251869,0.008816813,2336.076193
392,1992.04,0,Al0.333Nb0.667Ta0.533TiV0.133Zr0.667,0.099909991,0,0,0,0,0,0,0.159915992,0.300030003,0.03990399,0.200120012,0.200120012,0,0,0,0,0,0,0,4.500150015,0.099735671,4.667718905,-8.609016434,13.77584496,64.08190822,131.7959796,0.358205821,4.660066007,5.208418842,1.211212441,-0.014600303,-2.677251869,0.008816813,2336.076193
393,25,866,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583708853,0.106682468,4.747963125,-8.519081529,12.82401567,78.90537276,160.6058929,0.287629117,7.583708853,6.959663791,1.16904452,0.019111195,-0.973359259,-0.056596481,2023.057456
394,650,400,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583708853,0.106682468,4.747963125,-8.519081529,12.82401567,78.90537276,160.6058929,0.287629117,7.583708853,6.959663791,1.16904452,0.019111195,-0.973359259,-0.056596481,2023.057456
395,700,220,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583708853,0.106682468,4.747963125,-8.519081529,12.82401567,78.90537276,160.6058929,0.287629117,7.583708853,6.959663791,1.16904452,0.019111195,-0.973359259,-0.056596481,2023.057456
396,1476.97,0,Al0.343Co0.514Cr0.514FeNi0.514,0.118890815,0.178162912,0,0.346620451,0.178162912,0.178162912,0,0,0,0,0,0,0,0,0,0,0,0,0,7.583708853,0.106682468,4.747963125,-8.519081529,12.82401567,78.90537276,160.6058929,0.287629117,7.583708853,6.959663791,1.16904452,0.019111195,-0.973359259,-0.056596481,2023.057456
397,25,942,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078947366,0.132082079,5.27858465,-8.104032024,12.72022661,78.58771926,147.0526315,0.279122807,7.078947366,7.31236842,1.167938299,0.025182248,-2.278008651,-0.061418898,1966.10614
398,400,833,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078947366,0.132082079,5.27858465,-8.104032024,12.72022661,78.58771926,147.0526315,0.279122807,7.078947366,7.31236842,1.167938299,0.025182248,-2.278008651,-0.061418898,1966.10614
399,600,326,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078947366,0.132082079,5.27858465,-8.104032024,12.72022661,78.58771926,147.0526315,0.279122807,7.078947366,7.31236842,1.167938299,0.025182248,-2.278008651,-0.061418898,1966.10614
400,1420.02,0,Al0.35Cr0.5FeMn0.625Ni0.375,0.122807018,0.175438596,0.219298246,0.350877193,0,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,7.078947366,0.132082079,5.27858465,-8.104032024,12.72022661,78.58771926,147.0526315,0.279122807,7.078947366,7.31236842,1.167938299,0.025182248,-2.278008651,-0.061418898,1966.10614
401,25,1284,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
402,300,411,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
403,500,421,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
404,700,426,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
405,900,230,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
406,1000,150,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
407,1100,80,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
408,1419.97,0,Al0.5CoCrCuFeNi,0.090909091,0.181818182,0,0.181818182,0.181818182,0.181818182,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,8.272727281,0.109325505,4.150455091,-1.52066116,14.69716889,74.36363644,157.818182,0.295454546,8.272727281,6.280909097,1.169103742,0.0106,4.859504142,-0.055702479,1966.150002
409,25,1700,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798
410,600,1370,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798
411,800,970,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798
412,1000,75,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798
413,1741.07,0,Al0.667CrNb0.667Ti0.667V0.667,0.181842966,0.272628135,0,0,0,0,0,0,0.181842966,0.181842966,0,0.181842966,0,0,0,0,0,0,0,4.908942198,0.040695447,6.092862003,-13.75323762,13.25423592,69.90294432,137.4514721,0.322742639,4.908942198,5.809817333,1.181138601,-0.014708969,-4.135093177,0.00594807,2138.19798
414,25,1535,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837
415,600,1195,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837
416,800,180,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837
417,1726.89,0,Al0.667Nb0.667Ti0.667V0.667Zr,0.181842966,0,0,0,0,0,0,0,0.181842966,0.181842966,0.272628135,0.181842966,0,0,0,0,0,0,0,4.363685928,0.121425095,6.192431806,-17.32267424,13.25423592,47.54743725,119.4580151,0.358184296,4.363685928,5.111889308,1.211295897,-0.022551815,-10.77821134,0.023795253,2049.593837
418,25,1280,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0,0,0,4.499849985,0.081099468,3.348673956,-15.12710263,12.5095691,65.19381938,128.5910591,0.3620012,4.599759976,5.238865887,1.130007109,-0.009625957,-11.56685137,0.002901678,2217.523237
419,800,728,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0,0,0,4.499849985,0.081099468,3.348673956,-15.12710263,12.5095691,65.19381938,128.5910591,0.3620012,4.599759976,5.238865887,1.130007109,-0.009625957,-11.56685137,0.002901678,2217.523237
420,1000,403,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0,0,0,4.499849985,0.081099468,3.348673956,-15.12710263,12.5095691,65.19381938,128.5910591,0.3620012,4.599759976,5.238865887,1.130007109,-0.009625957,-11.56685137,0.002901678,2217.523237
421,1862.57,0,Al0.667NbTa0.333TiZr0.333,0.200120012,0,0,0,0,0,0,0.099909991,0.300030003,0,0.099909991,0.300030003,0,0,0,0,0,0,0,4.499849985,0.081099468,3.348673956,-15.12710263,12.5095691,65.19381938,128.5910591,0.3620012,4.599759976,5.238865887,1.130007109,-0.009625957,-11.56685137,0.002901678,2217.523237
422,25,1620,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
423,500,1120,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
424,600,805,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
425,700,567,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
426,800,302,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
427,900,214,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
428,1000,116,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
429,1100,79,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
430,1257.23,0,AlCo0.5Cr0.5Cu0.5Fe0.5Ni0.5,0.285714286,0.142857143,0,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,7.14285715,0.128444382,6.229939278,-8.653061242,14.53177537,64.00000006,140.2857144,0.302857143,7.14285715,5.661428577,1.169103742,0.033828571,-5.142857153,-0.068979592,1803.292859
431,25,948,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
432,600,561,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
433,700,307,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
434,800,172,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
435,900,98,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
436,1000,47,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
437,1356.68,0,AlCoCrCuFeNi,0.166666667,0.166666667,0,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,7.833333349,0.119082138,5.257788893,-4.777777797,14.89668824,70.33333347,151.0000003,0.298333334,7.833333349,6.040000012,1.169103742,0.021286111,0.38888889,-0.0625,1902.81667
438,20,1511,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15
439,400,1366,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15
440,600,410,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15
441,800,48,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15
442,1329.02,0,AlCrCuFeNi,0.2,0.2,0,0.2,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,7.6,0.124161186,5.617021523,-4,13.3808668,69.4,145.2,0.296,7.6,5.908,1.168757742,0.024848,-0.4,-0.0664,1875.15
443,20,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15
444,100,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15
445,200,740,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15
446,1955.63,0,AlNbTaTi,0.25,0,0,0,0,0,0,0.25,0.25,0,0,0.25,0,0,0,0,0,0,0,4.5,0.044930502,1.009210961,-16,11.52565132,73.75,139,0.3575,4.75,5.1625,1.022616706,-0.00343125,-10.0625,-0.000625,2365.15
447,25,1020,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15
448,25,1000,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15
449,600,780,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15
450,800,560,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15
451,1000,110,AlNbTiV,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,4.5,0.03354102,3.189674193,-16.25,11.52565132,53,129,0.365,4.5,5.3075,1.096310308,0.00031875,-14.375,-0.00375,2020.15
452,-196,419,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
453,-70,350,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
454,20,252,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
455,600,214,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
456,700,212,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
457,800,187,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
458,1579.28,0,Co0.5Fe0.5Mo0.1NiV0.25,0,0,0,0.212765957,0.212765957,0.425531915,0,0,0,0.106382979,0,0,0.042553191,0,0,0,0,0,0,8.65957446,0.103645634,2.858969225,-6.826618378,11.5966336,72.40425524,177.8723402,0.312127659,8.65957446,7.286808503,1.106537551,-0.013105478,4.771389768,-0.001810774,2084.767019
